City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,port blair,11.6667,92.75,31.02,74,40,4.63,IN,1723101730
307,enewetak,11.3474,162.3373,28.8,75,52,4.34,MH,1723101731
308,borba,-4.3878,-59.5939,22.13,58,93,0.78,BR,1723101733
309,thunder bay,48.4001,-89.3168,15.99,100,100,1.54,CA,1723101534
310,kingston,17.997,-76.7936,28.53,84,20,5.14,JM,1723101699
311,santa cruz,-17.8,-63.1667,18.7,88,75,7.2,BO,1723101720
312,polyarnyy,69.1989,33.4478,17.44,50,53,3.35,RU,1723101737
313,bodaybo,57.8506,114.1933,28.37,40,100,1.0,RU,1723101738
314,sungailiat,-1.85,106.1333,31.55,59,60,5.6,ID,1723101740
315,aitape,-3.1374,142.3475,28.76,76,100,4.28,PG,1723101741
316,andovoranto,-18.95,49.1,23.3,68,79,0.95,MG,1723101742
317,fale old settlement,-9.3852,-171.2468,28.25,75,99,9.34,TK,1723101743
318,bode saadu,8.9333,4.7833,23.37,87,97,3.36,NG,1723101744
319,virpur,23.1833,73.4833,31.23,62,100,5.74,IN,1723101746
320,rongelap,11.1635,166.8941,28.35,78,100,5.34,MH,1723101673
321,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,1723101748
322,ilheus,-14.7889,-39.0494,20.95,81,86,2.49,BR,1723101750
323,waimea,20.0231,-155.6717,20.56,94,16,2.68,US,1723101751
324,prienai,54.6333,23.95,22.15,67,48,1.58,LT,1723101752
325,pass christian,30.3158,-89.2475,28.03,74,0,1.54,US,1723101753
326,dompu,-8.5356,118.4622,28.52,63,97,1.65,ID,1723101755
327,rey bouba,8.6724,14.1786,24.84,86,61,1.21,CM,1723101756
328,talcahuano,-36.7167,-73.1167,2.82,100,0,2.06,CL,1723101757
329,imbituba,-28.24,-48.6703,15.26,98,100,1.51,BR,1723101758
330,tirano,46.2154,10.1679,25.73,50,2,0.58,IT,1723101760
331,belyy yar,53.6039,91.3903,24.94,53,20,4.0,RU,1723101761
332,kungur,57.4368,56.9593,16.52,71,77,5.65,RU,1723101762
333,gumdag,39.2061,54.5906,32.45,46,35,7.07,TM,1723101763
334,emerald,-23.5333,148.1667,21.86,50,100,4.0,AU,1723101765
335,joshimath,30.5667,79.5667,21.9,79,86,3.3,IN,1723101766
336,juruti,-2.1522,-56.0922,24.37,72,0,1.68,BR,1723101767
337,vredendal,-31.6683,18.5012,12.76,78,80,3.94,ZA,1723101768
338,priargunsk,50.3691,119.1012,27.71,33,44,1.9,RU,1723101769
339,mana,5.6592,-53.7767,24.56,92,81,3.68,GF,1723101770
340,lazaro cardenas,17.9583,-102.2,27.37,85,100,2.16,MX,1723101772
341,nadi,-17.8,177.4167,24.0,57,40,3.09,FJ,1723101773
342,geraldton,-28.7667,114.6,20.23,64,0,5.14,AU,1723101764
343,mansalay,12.5167,121.4,28.41,71,100,5.87,PH,1723101775
344,revelstoke,50.9832,-118.2023,17.01,67,0,0.0,CA,1723101777
345,lincoln,40.8,-96.667,21.76,93,100,2.06,US,1723101297
346,alice springs,-23.7,133.8833,26.75,21,1,4.63,AU,1723101779
347,dzuunharaa,48.8523,106.4579,23.84,54,100,1.55,MN,1723101780
348,manta,-0.95,-80.7333,22.88,83,75,4.63,EC,1723101782
349,orange city,28.9489,-81.2987,28.97,82,40,5.66,US,1723101783
350,mabaruma,8.2,-59.7833,22.39,100,13,0.39,GY,1723101784
351,cabedelo,-6.9811,-34.8339,20.37,73,0,3.45,BR,1723101785
352,palu,-0.8917,119.8707,28.73,85,87,1.54,ID,1723101786
353,iskateley,67.6803,53.1512,15.98,48,0,2.68,RU,1723101788
354,homer,59.6425,-151.5483,14.32,94,100,2.06,US,1723101789
355,vila franca do campo,37.7167,-25.4333,22.23,89,34,3.03,PT,1723101790
356,guiberoua,6.2392,-6.1727,20.7,93,100,1.67,CI,1723101791
357,chernyshevskiy,63.0128,112.4714,26.78,32,64,2.96,RU,1723101793
358,mbanza kongo,-6.267,14.2401,18.96,75,100,2.97,AO,1723101794
359,nogliki,51.8333,143.1667,12.1,98,100,7.93,RU,1723101795
360,kudahuvadhoo,2.6708,72.8944,27.07,75,100,2.38,MV,1723101799
361,figuig (centre),32.1089,-1.2286,30.25,19,0,0.76,MA,1723101672
362,arno,60.1167,18.6333,18.77,78,100,3.87,SE,1723101801
363,kalmunai,7.4167,81.8167,31.75,60,58,6.19,LK,1723101802
